worker_id,platform,city_tier,avg_monthly_income,income_stability,income_velocity,working_hours,order_completion,platform_rating,fuel_ratio,expense_ratio,savings_ratio,gig_tenure_months,failed_autopays,credit_score,recommended_loan,risk_category,default_probability
GIG-12821,Zepto,Tier 2,18609.08,0.44,0.73,42,0.94,3.65,0.415,0.65,0.02,39,0,587,40000,High Risk,0.3013
GIG-12822,Swiggy,Tier 2,29578.71,0.3,0.98,41,0.783,4.85,0.137,0.446,0.346,9,0,659,71000,Moderate Risk,0.1093
GIG-12823,Ola,Tier 2,32925.94,0.288,-1.65,48,0.961,4.25,0.279,0.534,0.059,34,0,569,69000,High Risk,0.1756
GIG-12824,Blinkit,Tier 1,23355.47,0.378,-21.27,42,0.943,4.1,0.379,0.338,0.196,42,2,476,41000,Very High Risk,0.4548
GIG-12825,Urban Company,Tier 2,14503.82,0.21,-2.25,42,0.92,4.58,0.157,0.52,0.174,30,0,574,31000,High Risk,0.1735
GIG-12826,Ola,Tier 2,25694.14,0.271,3.86,63,0.935,4.49,0.292,0.687,0.02,43,2,505,48000,Very High Risk,0.5633
GIG-12827,Swiggy,Tier 3,20198.88,0.286,-1.78,38,0.879,4.82,0.178,0.415,0.272,16,0,592,44000,High Risk,0.3484
GIG-12828,Urban Company,Tier 2,26981.29,0.272,-4.34,42,0.962,4.21,0.416,0.52,0.02,6,0,545,54000,Very High Risk,0.5787
GIG-12829,Urban Company,Tier 3,25719.42,0.346,20.61,67,0.94,4.77,0.319,0.692,0.02,28,0,636,60000,High Risk,0.3388
GIG-12830,Ola,Tier 3,28137.48,0.73,1.14,45,0.951,4.21,0.143,0.376,0.416,50,0,687,71000,Moderate Risk,0.1334
GIG-12831,Swiggy,Tier 3,24894.49,0.713,8.99,43,0.982,4.75,0.329,0.588,0.02,57,0,674,62000,Moderate Risk,0.0677
GIG-12832,Swiggy,Tier 3,34359.08,0.763,-7.33,51,0.916,3.65,0.133,0.645,0.096,24,0,650,82000,Moderate Risk,0.125
GIG-12833,Urban Company,Tier 1,30485.1,0.782,15.02,32,0.949,3.57,0.234,0.44,0.22,39,0,692,77000,Moderate Risk,0.1339
GIG-12834,Porter,Tier 2,33878.48,0.605,1.14,45,0.976,4.2,0.21,0.507,0.151,16,0,638,79000,High Risk,0.3179
GIG-12835,Blinkit,Tier 1,19326.67,0.166,6.69,45,0.892,4.96,0.344,0.348,0.178,44,0,617,44000,High Risk,0.3284
GIG-12836,Urban Company,Tier 3,33281.3,0.805,1.72,50,0.797,4.92,0.238,0.549,0.108,54,0,689,84000,Moderate Risk,0.0762
GIG-12837,Urban Company,Tier 2,28992.85,0.163,3.08,53,0.798,3.71,0.385,0.496,0.053,45,1,490,52000,Very High Risk,0.5413
GIG-12838,Blinkit,Tier 1,31813.62,0.832,-3.81,42,0.984,3.76,0.31,0.333,0.238,29,0,685,80000,Moderate Risk,0.0826
GIG-12839,Zepto,Tier 2,18209.4,0.185,2.25,39,0.8,4.78,0.14,0.644,0.084,42,0,597,40000,High Risk,0.2741
GIG-12840,Porter,Tier 3,35319.19,0.56,4.87,45,0.835,4.82,0.29,0.589,0.03,51,1,609,79000,High Risk,0.1981
GIG-12841,Uber,Tier 1,34493.0,0.752,11.48,42,0.804,4.03,0.268,0.561,0.092,43,2,617,78000,High Risk,0.1746
GIG-12842,Uber,Tier 3,27910.32,0.221,-3.6,49,0.825,4.84,0.219,0.694,0.032,34,0,595,61000,High Risk,0.3279
GIG-12843,Ola,Tier 3,21259.08,0.476,-4.27,50,0.943,4.9,0.389,0.398,0.131,55,0,612,48000,High Risk,0.2183
GIG-12844,Porter,Tier 2,22992.99,0.266,15.89,51,0.786,3.73,0.339,0.625,0.02,43,0,583,49000,High Risk,0.338
GIG-12845,Zepto,Tier 3,40343.36,0.722,-6.6,39,0.972,4.59,0.147,0.647,0.121,49,0,703,104000,Moderate Risk,0.1031
GIG-12846,Zomato,Tier 3,43726.44,0.723,17.39,45,0.928,4.24,0.229,0.406,0.289,15,0,734,118000,Moderate Risk,0.0608
GIG-12847,Blinkit,Tier 2,24942.67,0.358,-4.32,30,0.797,4.44,0.172,0.605,0.154,12,0,591,54000,High Risk,0.1681
GIG-12848,Ola,Tier 1,27984.5,0.422,-5.56,55,0.832,4.62,0.34,0.36,0.215,50,0,603,62000,High Risk,0.3452
GIG-12849,Urban Company,Tier 2,19933.33,0.422,5.81,38,0.84,3.79,0.135,0.65,0.105,29,0,608,44000,High Risk,0.2079
GIG-12850,Blinkit,Tier 1,34351.16,0.84,4.99,38,0.818,4.49,0.419,0.465,0.056,43,0,687,87000,Moderate Risk,0.0786
GIG-12851,Ola,Tier 2,31107.9,0.676,18.05,43,0.852,4.79,0.364,0.57,0.02,20,3,554,63000,High Risk,0.1931
GIG-12852,Urban Company,Tier 3,28843.07,0.24,6.35,48,0.846,4.91,0.342,0.663,0.02,13,1,568,60000,High Risk,0.319
GIG-12853,Urban Company,Tier 3,18359.41,0.653,21.53,58,0.954,4.25,0.227,0.356,0.31,41,0,690,46000,Moderate Risk,0.0951
GIG-12854,Ola,Tier 2,15284.58,0.268,5.53,55,0.897,4.04,0.24,0.673,0.02,18,0,557,31000,High Risk,0.2069
GIG-12855,Swiggy,Tier 1,37712.31,0.598,-4.68,40,0.854,4.38,0.386,0.616,0.02,15,3,512,71000,Very High Risk,0.5093
GIG-12856,Zomato,Tier 1,30819.34,0.769,8.16,56,0.956,4.0,0.134,0.504,0.265,54,0,697,79000,Moderate Risk,0.1236
GIG-12857,Urban Company,Tier 2,35208.24,0.507,11.33,33,0.987,4.68,0.357,0.361,0.23,34,0,683,88000,Moderate Risk,0.0715
GIG-12858,Zepto,Tier 2,24643.53,0.765,-11.04,46,0.981,4.79,0.346,0.579,0.02,44,0,634,57000,High Risk,0.1877
GIG-12859,Zomato,Tier 1,29774.44,0.279,14.92,48,0.847,3.54,0.395,0.387,0.095,13,0,589,64000,High Risk,0.2158
GIG-12860,Urban Company,Tier 1,24442.32,0.784,-10.24,37,0.916,4.93,0.121,0.661,0.125,4,0,664,60000,Moderate Risk,0.0678
GIG-12861,Urban Company,Tier 2,37027.91,0.825,-12.53,38,0.945,4.58,0.314,0.449,0.164,45,0,685,93000,Moderate Risk,0.1376
GIG-12862,Uber,Tier 3,38177.96,0.739,11.4,52,0.85,3.98,0.319,0.673,0.02,57,0,682,95000,Moderate Risk,0.0911
GIG-12863,Zomato,Tier 3,33413.41,0.771,-10.75,54,0.851,4.21,0.335,0.411,0.196,34,0,664,81000,Moderate Risk,0.1367
GIG-12864,Zomato,Tier 1,25610.4,0.104,-2.04,34,0.8,4.83,0.386,0.546,0.02,58,1,496,47000,Very High Risk,0.4803
GIG-12865,Swiggy,Tier 2,13254.99,0.214,5.98,40,0.832,4.39,0.304,0.624,0.02,41,0,523,25000,Very High Risk,0.6174
GIG-12866,Urban Company,Tier 1,33483.02,0.57,-20.84,50,0.789,4.78,0.38,0.538,0.02,60,0,591,73000,High Risk,0.203
GIG-12867,Zepto,Tier 2,23950.87,0.609,-8.52,33,0.831,3.73,0.258,0.436,0.182,45,0,600,53000,High Risk,0.2685
GIG-12868,Swiggy,Tier 2,36031.8,0.7,9.58,29,0.796,4.27,0.146,0.435,0.3,56,0,724,96000,Moderate Risk,0.1192
GIG-12869,Uber,Tier 1,16161.1,0.378,11.23,33,0.97,4.18,0.215,0.567,0.165,10,0,588,35000,High Risk,0.186
GIG-12870,Swiggy,Tier 3,22116.36,0.306,13.71,58,0.97,3.71,0.171,0.437,0.293,45,2,538,44000,Very High Risk,0.4904
GIG-12871,Urban Company,Tier 2,20941.6,0.427,16.33,58,0.902,4.63,0.245,0.353,0.298,59,0,644,49000,Moderate Risk,0.1157
GIG-12872,Swiggy,Tier 1,23640.85,0.314,-3.63,26,0.88,4.03,0.394,0.563,0.02,41,0,550,48000,High Risk,0.3353
GIG-12873,Swiggy,Tier 2,28026.74,0.676,6.37,32,0.798,4.69,0.266,0.363,0.249,24,0,680,70000,Moderate Risk,0.0788
GIG-12874,Zepto,Tier 3,19961.09,0.298,-11.3,32,0.814,4.89,0.36,0.388,0.169,50,2,518,38000,Very High Risk,0.5804
GIG-12875,Ola,Tier 2,40492.54,0.536,14.53,38,0.793,4.29,0.225,0.312,0.347,16,2,630,94000,High Risk,0.1882
GIG-12876,Uber,Tier 1,31136.97,0.942,2.51,44,0.83,4.05,0.156,0.626,0.148,14,1,626,71000,High Risk,0.279
GIG-12877,Ola,Tier 2,11000.0,0.532,-0.4,38,0.97,3.51,0.417,0.314,0.207,31,0,586,24000,High Risk,0.1709
GIG-12878,Zepto,Tier 2,11000.0,0.461,17.87,47,0.969,4.31,0.208,0.344,0.331,58,0,638,26000,High Risk,0.3218
GIG-12879,Zomato,Tier 2,36782.35,0.799,5.54,42,0.892,4.62,0.339,0.551,0.054,37,2,620,84000,High Risk,0.243
GIG-12880,Blinkit,Tier 3,27303.99,0.079,-3.64,51,0.932,3.93,0.204,0.625,0.04,10,0,530,53000,Very High Risk,0.4638
GIG-12881,Blinkit,Tier 3,19727.98,0.746,-8.27,48,0.857,3.59,0.406,0.427,0.032,30,0,584,42000,High Risk,0.289
GIG-12882,Porter,Tier 3,23262.99,0.482,-2.22,44,0.973,4.05,0.321,0.567,0.056,18,0,585,50000,High Risk,0.273
GIG-12883,Urban Company,Tier 1,30440.91,0.901,1.76,52,0.927,4.67,0.204,0.443,0.252,26,0,701,78000,Moderate Risk,0.1112
GIG-12884,Porter,Tier 3,35537.73,0.84,-7.23,38,0.883,3.93,0.19,0.547,0.206,26,0,695,91000,Moderate Risk,0.0856
GIG-12885,Urban Company,Tier 1,11000.0,0.223,-15.46,32,0.913,4.43,0.244,0.373,0.275,44,3,400,16000,Very High Risk,0.4641
GIG-12886,Zomato,Tier 3,15543.28,0.235,3.11,43,0.938,3.96,0.339,0.605,0.02,45,0,555,32000,High Risk,0.1551
GIG-12887,Zomato,Tier 3,28458.64,0.568,-12.41,51,0.878,4.71,0.276,0.506,0.14,53,1,568,59000,High Risk,0.214
GIG-12888,Ola,Tier 2,34192.56,0.485,0.41,35,0.949,4.23,0.257,0.363,0.312,38,0,659,83000,Moderate Risk,0.0927
GIG-12889,Zepto,Tier 2,25323.31,0.67,6.53,29,0.924,3.96,0.192,0.629,0.113,43,0,633,59000,High Risk,0.2468
GIG-12890,Blinkit,Tier 3,20380.57,0.465,8.11,45,0.964,3.96,0.285,0.3,0.324,10,0,615,46000,High Risk,0.2998
GIG-12891,Ola,Tier 2,33772.5,0.806,7.07,45,0.936,4.58,0.199,0.502,0.22,27,0,697,86000,Moderate Risk,0.0918
GIG-12892,Zomato,Tier 2,34244.99,0.755,5.8,36,0.784,4.89,0.41,0.422,0.092,19,0,687,86000,Moderate Risk,0.1088
GIG-12893,Urban Company,Tier 1,34790.78,0.694,7.56,44,0.929,4.05,0.253,0.575,0.086,55,1,613,78000,High Risk,0.3216
GIG-12894,Ola,Tier 2,24248.56,0.567,3.93,36,0.795,3.99,0.225,0.54,0.087,16,0,635,56000,High Risk,0.1843
GIG-12895,Uber,Tier 2,14045.94,0.125,18.78,36,0.956,4.68,0.199,0.467,0.239,43,0,607,31000,High Risk,0.1524
GIG-12896,Blinkit,Tier 3,21499.17,0.301,-16.16,46,0.954,3.6,0.148,0.438,0.319,29,1,528,42000,Very High Risk,0.5285
GIG-12897,Zomato,Tier 2,34366.8,0.911,-1.27,33,0.888,4.39,0.25,0.603,0.039,58,0,695,88000,Moderate Risk,0.1173
GIG-12898,Swiggy,Tier 2,18170.05,0.441,9.98,38,0.811,4.06,0.163,0.408,0.281,33,0,652,43000,Moderate Risk,0.0676
GIG-12899,Zepto,Tier 2,20844.03,0.471,10.07,45,0.844,4.12,0.239,0.319,0.309,48,0,629,48000,High Risk,0.1512
GIG-12900,Zepto,Tier 1,40422.87,0.856,-5.63,46,0.862,3.55,0.349,0.365,0.177,55,0,704,104000,Moderate Risk,0.1211
GIG-12901,Uber,Tier 3,16777.4,0.663,-0.07,37,0.976,4.03,0.152,0.333,0.447,19,0,626,39000,High Risk,0.3183
GIG-12902,Swiggy,Tier 2,27433.5,0.249,-5.29,49,0.791,3.74,0.196,0.6,0.137,29,0,577,58000,High Risk,0.2447
GIG-12903,Blinkit,Tier 2,31798.41,0.871,7.21,58,0.908,4.96,0.295,0.619,0.021,47,1,664,77000,Moderate Risk,0.1113
GIG-12904,Zomato,Tier 1,27405.9,0.216,2.16,59,0.792,4.44,0.396,0.499,0.02,44,0,574,58000,High Risk,0.3423
GIG-12905,Uber,Tier 3,30536.63,0.498,17.24,39,0.91,4.28,0.121,0.474,0.339,31,0,701,78000,Moderate Risk,0.1002
GIG-12906,Uber,Tier 1,14681.73,0.896,-1.43,39,0.861,3.8,0.398,0.586,0.02,28,1,556,30000,High Risk,0.2731
GIG-12907,Ola,Tier 3,34443.25,0.748,0.74,35,0.794,4.56,0.416,0.596,0.02,22,0,665,84000,Moderate Risk,0.0805
GIG-12908,Blinkit,Tier 3,24161.19,0.75,5.24,50,0.806,4.27,0.378,0.515,0.02,8,0,613,54000,High Risk,0.1903
GIG-12909,Swiggy,Tier 1,31032.38,0.928,6.92,32,0.867,4.34,0.314,0.412,0.132,18,2,616,70000,High Risk,0.1566
GIG-12910,Uber,Tier 3,23087.15,0.109,8.34,48,0.905,4.21,0.153,0.396,0.352,46,1,556,47000,High Risk,0.3071
GIG-12911,Zepto,Tier 2,39316.55,0.564,6.22,43,0.787,4.09,0.416,0.618,0.02,31,0,645,93000,Moderate Risk,0.1099
GIG-12912,Porter,Tier 3,45963.78,0.991,2.35,30,0.89,3.63,0.362,0.469,0.078,11,0,709,119000,Moderate Risk,0.0735
GIG-12913,Urban Company,Tier 1,19751.29,0.281,-5.13,46,0.856,3.55,0.375,0.307,0.209,46,0,544,39000,Very High Risk,0.5691
GIG-12914,Blinkit,Tier 2,28763.86,0.297,-12.41,60,0.851,4.58,0.209,0.452,0.252,15,1,552,58000,High Risk,0.3276
GIG-12915,Swiggy,Tier 2,19017.48,0.247,-4.0,46,0.959,3.7,0.197,0.649,0.078,26,0,571,40000,High Risk,0.1965
GIG-12916,Uber,Tier 2,25482.11,0.146,7.83,43,0.892,4.18,0.271,0.698,0.02,59,0,561,52000,High Risk,0.1868
GIG-12917,Zepto,Tier 3,12379.9,0.102,-2.24,20,0.815,3.6,0.215,0.518,0.152,17,0,567,26000,High Risk,0.2524
GIG-12918,Zomato,Tier 1,28160.93,0.481,9.62,60,0.827,3.81,0.131,0.471,0.305,38,0,646,67000,Moderate Risk,0.1136
GIG-12919,Ola,Tier 1,38932.44,0.62,6.56,41,0.854,4.96,0.185,0.373,0.333,32,0,729,104000,Moderate Risk,0.0621
GIG-12920,Ola,Tier 2,26164.44,0.049,5.39,43,0.932,4.08,0.236,0.454,0.245,47,1,521,50000,Very High Risk,0.5882
GIG-12921,Uber,Tier 1,19367.71,0.048,20.82,57,0.951,3.92,0.323,0.597,0.02,28,2,478,34000,Very High Risk,0.6164
GIG-12922,Zepto,Tier 3,20403.69,0.187,-12.11,46,0.895,3.93,0.12,0.445,0.324,19,1,524,39000,Very High Risk,0.4015
GIG-12923,Uber,Tier 1,40275.59,0.749,-15.11,46,0.855,4.01,0.397,0.385,0.13,26,0,654,97000,Moderate Risk,0.1208
GIG-12924,Uber,Tier 3,13862.66,0.038,0.77,42,0.949,4.28,0.173,0.405,0.295,10,0,551,28000,High Risk,0.1604
GIG-12925,Zomato,Tier 3,33363.52,0.476,14.03,39,0.901,3.66,0.296,0.553,0.02,36,1,592,72000,High Risk,0.2874
GIG-12926,Zepto,Tier 2,35953.58,0.607,16.01,40,0.958,3.71,0.309,0.369,0.227,55,1,641,85000,Moderate Risk,0.1247
GIG-12927,Porter,Tier 1,39188.65,0.768,6.53,54,0.981,4.58,0.289,0.545,0.031,17,0,684,98000,Moderate Risk,0.1316
GIG-12928,Ola,Tier 1,22029.21,0.292,17.67,43,0.895,4.17,0.125,0.305,0.457,58,0,663,54000,Moderate Risk,0.0966
GIG-12929,Urban Company,Tier 2,39271.79,0.94,6.02,30,0.896,3.63,0.242,0.508,0.158,50,0,710,102000,Moderate Risk,0.0941
GIG-12930,Porter,Tier 2,40268.26,0.527,-5.34,47,0.956,4.12,0.336,0.472,0.142,11,0,640,94000,Moderate Risk,0.0857
GIG-12931,Zepto,Tier 1,19441.1,0.361,4.64,27,0.877,4.03,0.203,0.374,0.286,41,1,588,42000,High Risk,0.2497
GIG-12932,Ola,Tier 2,23141.57,0.667,23.72,42,0.787,3.56,0.389,0.6,0.02,49,0,667,57000,Moderate Risk,0.0795
GIG-12933,Ola,Tier 2,11000.0,0.439,16.94,41,0.938,4.78,0.317,0.653,0.02,14,0,598,24000,High Risk,0.2757
GIG-12934,Zepto,Tier 1,25282.2,0.425,4.45,33,0.804,3.69,0.197,0.3,0.425,4,0,647,60000,Moderate Risk,0.0696
GIG-12935,Urban Company,Tier 2,28676.59,0.22,4.39,34,0.945,4.8,0.409,0.614,0.02,18,0,589,62000,High Risk,0.1823
GIG-12936,Porter,Tier 1,32608.27,0.387,10.13,46,0.962,3.69,0.123,0.454,0.286,26,0,645,77000,Moderate Risk,0.1197
GIG-12937,Porter,Tier 1,43493.51,0.791,13.85,39,0.853,4.48,0.405,0.543,0.02,3,1,644,103000,Moderate Risk,0.1083
GIG-12938,Porter,Tier 1,24344.51,0.029,-4.63,37,0.854,4.39,0.315,0.419,0.121,58,0,535,48000,Very High Risk,0.586
GIG-12939,Blinkit,Tier 3,29823.62,0.873,12.52,52,0.83,4.02,0.121,0.336,0.48,28,0,745,81000,Low Risk,0.0417
GIG-12940,Ola,Tier 3,40958.13,0.57,-1.72,72,0.963,3.61,0.317,0.345,0.206,27,1,643,97000,Moderate Risk,0.1218
GIG-12941,Zepto,Tier 3,28380.56,0.546,-11.33,63,0.781,3.94,0.38,0.471,0.057,41,0,593,62000,High Risk,0.2252
GIG-12942,Urban Company,Tier 1,13266.55,0.299,9.14,41,0.798,4.16,0.192,0.515,0.213,9,0,588,29000,High Risk,0.2211
GIG-12943,Zomato,Tier 1,30571.83,0.777,4.85,33,0.934,4.47,0.256,0.592,0.039,24,0,661,74000,Moderate Risk,0.0876
GIG-12944,Ola,Tier 2,19969.72,0.395,0.18,59,0.826,3.67,0.124,0.471,0.321,25,0,597,44000,High Risk,0.2432
GIG-12945,Zomato,Tier 1,18468.74,0.109,-1.55,52,0.809,4.28,0.182,0.45,0.24,19,0,571,39000,High Risk,0.1939
GIG-12946,Zepto,Tier 2,36233.18,0.827,24.09,48,0.878,3.6,0.398,0.578,0.02,28,0,696,92000,Moderate Risk,0.0706
GIG-12947,Blinkit,Tier 1,27668.04,0.15,11.95,45,0.972,3.58,0.178,0.57,0.11,60,0,582,59000,High Risk,0.1889
GIG-12948,Zomato,Tier 3,25193.98,0.032,-0.33,44,0.902,3.98,0.353,0.488,0.035,14,2,446,41000,Very High Risk,0.3718
GIG-12949,Urban Company,Tier 1,20195.92,0.691,11.13,28,0.783,4.21,0.308,0.461,0.174,35,0,653,48000,Moderate Risk,0.1155
GIG-12950,Porter,Tier 2,47894.48,0.906,9.73,45,0.978,4.98,0.15,0.543,0.216,59,0,770,135000,Low Risk,0.0383
GIG-12951,Porter,Tier 1,27146.84,0.322,12.03,42,0.96,4.28,0.323,0.58,0.02,8,0,607,60000,High Risk,0.202
GIG-12952,Blinkit,Tier 3,42140.9,0.495,-6.59,41,0.838,3.87,0.134,0.484,0.28,36,0,681,105000,Moderate Risk,0.063
GIG-12953,Zepto,Tier 1,27112.86,0.507,-7.76,48,0.833,4.66,0.29,0.426,0.158,19,0,619,62000,High Risk,0.2829
GIG-12954,Swiggy,Tier 2,11000.0,0.804,9.12,43,0.955,4.34,0.289,0.322,0.274,5,0,674,27000,Moderate Risk,0.0636
GIG-12955,Uber,Tier 2,30895.11,0.571,20.25,48,0.803,4.16,0.419,0.576,0.02,58,0,647,73000,Moderate Risk,0.0847
GIG-12956,Urban Company,Tier 3,27306.94,0.613,5.54,42,0.929,4.09,0.175,0.422,0.287,26,0,654,65000,Moderate Risk,0.1274
GIG-12957,Zepto,Tier 2,33676.92,0.836,-4.66,52,0.932,4.53,0.346,0.666,0.02,60,0,676,83000,Moderate Risk,0.1059
GIG-12958,Urban Company,Tier 3,35911.23,0.816,18.99,40,0.852,4.7,0.152,0.584,0.166,56,0,718,95000,Moderate Risk,0.0982
GIG-12959,Urban Company,Tier 3,28760.95,0.459,-8.53,64,0.8,4.69,0.177,0.483,0.22,23,2,539,57000,Very High Risk,0.569
GIG-12960,Zepto,Tier 1,22961.09,0.563,-7.85,49,0.843,3.66,0.122,0.396,0.38,23,0,648,55000,Moderate Risk,0.0985
GIG-12961,Porter,Tier 1,21925.82,0.509,-2.82,54,0.978,4.81,0.335,0.431,0.156,38,0,629,51000,High Risk,0.1747
GIG-12962,Porter,Tier 1,25829.16,0.322,8.84,46,0.799,3.66,0.238,0.489,0.203,15,0,624,59000,High Risk,0.2222
GIG-12963,Uber,Tier 1,27574.2,0.177,0.01,53,0.981,3.94,0.253,0.602,0.064,17,0,551,56000,High Risk,0.1747
GIG-12964,Uber,Tier 1,11000.0,0.279,9.91,67,0.826,3.68,0.302,0.629,0.02,33,0,547,22000,Very High Risk,0.5725
GIG-12965,Urban Company,Tier 1,13649.63,0.528,-3.23,36,0.977,4.1,0.279,0.59,0.044,48,0,594,30000,High Risk,0.2021
GIG-12966,Porter,Tier 2,37625.21,0.776,8.74,46,0.818,4.27,0.329,0.392,0.154,10,1,645,89000,Moderate Risk,0.1243
GIG-12967,Porter,Tier 1,34121.52,0.665,15.62,42,0.814,4.64,0.153,0.307,0.39,31,0,745,93000,Low Risk,0.0428
GIG-12968,Blinkit,Tier 3,27153.78,0.794,-4.93,34,0.859,3.91,0.195,0.442,0.275,38,0,677,67000,Moderate Risk,0.1289
GIG-12969,Porter,Tier 2,23545.65,0.336,10.62,35,0.983,4.61,0.292,0.58,0.055,34,0,587,51000,High Risk,0.1973
GIG-12970,Swiggy,Tier 3,22421.29,0.474,-2.1,29,0.796,4.57,0.333,0.439,0.122,58,0,622,51000,High Risk,0.2821
GIG-12971,Uber,Tier 1,25951.56,0.133,26.44,54,0.975,3.6,0.232,0.675,0.021,25,1,555,53000,High Risk,0.1708
GIG-12972,Swiggy,Tier 1,22206.76,0.243,-5.51,38,0.863,4.54,0.156,0.492,0.275,58,0,605,49000,High Risk,0.2853
GIG-12973,Urban Company,Tier 1,17395.63,0.454,24.99,50,0.859,4.48,0.274,0.314,0.277,56,2,582,37000,High Risk,0.25
GIG-12974,Uber,Tier 3,13667.71,0.106,22.0,37,0.983,3.62,0.236,0.648,0.02,35,2,462,23000,Very High Risk,0.5631
GIG-12975,Urban Company,Tier 3,32241.47,0.833,11.02,60,0.841,4.39,0.145,0.302,0.463,60,1,704,83000,Moderate Risk,0.1294
GIG-12976,Ola,Tier 3,38324.18,0.643,9.52,33,0.82,4.21,0.182,0.373,0.37,3,0,701,99000,Moderate Risk,0.1158
GIG-12977,Uber,Tier 2,36804.26,0.651,3.22,52,0.886,4.61,0.361,0.669,0.02,7,0,653,88000,Moderate Risk,0.0935
GIG-12978,Ola,Tier 2,30720.96,0.724,7.79,38,0.971,4.33,0.299,0.515,0.132,46,0,682,77000,Moderate Risk,0.0749
GIG-12979,Swiggy,Tier 2,26536.3,0.743,-3.42,40,0.952,4.16,0.292,0.519,0.081,4,0,619,60000,High Risk,0.2607
GIG-12980,Urban Company,Tier 3,34416.73,0.937,-4.11,54,0.973,3.92,0.419,0.485,0.043,46,0,656,83000,Moderate Risk,0.0689
GIG-12981,Swiggy,Tier 2,18607.67,0.116,5.33,53,0.911,3.56,0.288,0.447,0.123,26,1,514,35000,Very High Risk,0.5792
GIG-12982,Swiggy,Tier 2,33207.29,0.892,-15.8,47,0.926,4.27,0.408,0.443,0.027,12,1,616,75000,High Risk,0.2287
GIG-12983,Zomato,Tier 1,21454.33,0.188,18.17,34,0.803,3.7,0.241,0.508,0.119,32,0,579,46000,High Risk,0.2692
GIG-12984,Porter,Tier 2,29698.12,0.398,1.28,44,0.832,4.09,0.416,0.439,0.024,43,0,584,64000,High Risk,0.2107
GIG-12985,Urban Company,Tier 3,31429.93,0.392,16.63,57,0.906,4.14,0.385,0.379,0.15,45,0,638,74000,High Risk,0.2083
GIG-12986,Zomato,Tier 2,27993.53,0.368,-8.04,45,0.92,3.82,0.152,0.541,0.171,5,0,599,61000,High Risk,0.2386
GIG-12987,Porter,Tier 2,20081.05,0.706,21.81,29,0.87,4.42,0.188,0.6,0.11,49,1,632,47000,High Risk,0.3194
GIG-12988,Uber,Tier 1,16737.3,0.194,-10.36,31,0.85,4.95,0.25,0.571,0.066,58,0,567,35000,High Risk,0.2996
GIG-12989,Zomato,Tier 3,36312.14,0.847,-8.76,64,0.813,4.66,0.216,0.548,0.175,21,0,704,94000,Moderate Risk,0.1119
GIG-12990,Blinkit,Tier 1,32818.09,0.747,14.85,26,0.874,4.51,0.33,0.311,0.232,50,0,720,87000,Moderate Risk,0.1045
GIG-12991,Swiggy,Tier 3,22665.65,0.135,18.28,52,0.908,4.65,0.263,0.392,0.252,41,0,602,50000,High Risk,0.2165
GIG-12992,Zepto,Tier 1,33410.36,0.639,4.76,37,0.814,4.91,0.418,0.619,0.02,28,2,568,70000,High Risk,0.1724
GIG-12993,Urban Company,Tier 1,26673.58,0.433,5.97,47,0.955,4.62,0.168,0.559,0.208,18,1,610,60000,High Risk,0.1632
GIG-12994,Zepto,Tier 1,27755.25,0.235,3.28,63,0.98,3.65,0.167,0.504,0.237,4,0,601,61000,High Risk,0.2094
GIG-12995,Ola,Tier 1,35955.78,0.653,-5.97,32,0.855,4.1,0.225,0.636,0.02,27,0,658,87000,Moderate Risk,0.1066
GIG-12996,Zepto,Tier 2,29454.91,0.392,0.37,20,0.861,4.39,0.228,0.39,0.272,44,0,626,68000,High Risk,0.1528
GIG-12997,Uber,Tier 1,11000.0,0.456,3.34,33,0.899,3.72,0.415,0.688,0.02,22,0,561,23000,High Risk,0.2352
GIG-12998,Porter,Tier 2,27334.76,0.51,2.02,52,0.86,4.81,0.288,0.549,0.057,50,1,565,57000,High Risk,0.1627
GIG-12999,Urban Company,Tier 3,29455.05,0.673,-3.71,47,0.842,4.46,0.356,0.309,0.282,41,0,662,71000,Moderate Risk,0.1157
GIG-13000,Uber,Tier 2,23970.25,0.469,1.3,53,0.906,4.83,0.146,0.386,0.331,45,1,590,52000,High Risk,0.1884
GIG-13001,Swiggy,Tier 2,29606.91,0.283,0.47,40,0.795,4.55,0.165,0.671,0.072,35,0,622,68000,High Risk,0.1957
GIG-13002,Ola,Tier 2,24735.47,0.547,-7.87,44,0.971,4.38,0.335,0.637,0.02,31,1,548,50000,Very High Risk,0.5772
GIG-13003,Zepto,Tier 2,21101.03,0.574,12.87,60,0.989,3.57,0.406,0.329,0.169,20,0,604,47000,High Risk,0.2037
GIG-13004,Zepto,Tier 1,37723.05,0.73,-1.24,44,0.83,4.92,0.192,0.593,0.087,51,0,704,97000,Moderate Risk,0.1152
GIG-13005,Zepto,Tier 2,17463.73,0.444,12.87,37,0.922,3.77,0.391,0.621,0.02,42,0,541,35000,Very High Risk,0.6605
GIG-13006,Uber,Tier 2,29035.76,0.684,-24.09,44,0.875,3.9,0.342,0.423,0.113,43,0,602,64000,High Risk,0.196
GIG-13007,Zepto,Tier 1,24030.13,0.641,-4.83,47,0.816,3.66,0.384,0.478,0.072,5,0,599,53000,High Risk,0.1583
GIG-13008,Blinkit,Tier 2,43076.84,0.369,-2.4,30,0.883,4.12,0.414,0.667,0.02,46,0,610,96000,High Risk,0.2614
